Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
8053,0.7,Premium,G,SI1,62.6,60.0,5.61,5.57,3.5,2415
7278,0.3,Premium,E,VS1,61.8,58.0,4.31,4.33,2.67,710
26453,0.31,Premium,G,VS2,62.4,59.0,4.34,4.38,2.72,544
15163,0.43,Very Good,G,VS2,62.9,56.0,4.77,4.8,3.01,863
9952,1.03,Very Good,D,SI2,61.8,60.0,6.42,6.45,3.98,4478
1156,0.34,Very Good,G,VS1,61.2,57.0,4.5,4.54,2.76,701
10305,1.5,Very Good,E,SI1,64.0,58.0,7.21,7.23,4.62,11194
25902,2.03,Premium,J,SI2,61.7,61.0,8.18,8.04,5.0,12078
26271,0.66,Premium,E,SI1,61.1,56.0,5.68,5.62,3.45,1708
15852,1.03,Ideal,H,SI2,61.6,54.0,6.51,6.55,4.02,4611
12341,0.39,Ideal,D,VS1,60.3,56.0,4.71,4.77,2.86,1095
16206,0.33,Ideal,G,VS1,61.9,56.0,4.48,4.44,2.76,854
18796,0.42,Ideal,F,VVS1,61.3,56.0,4.82,4.83,2.96,1326
1363,0.32,Ideal,H,VVS1,61.9,56.0,4.41,4.38,2.72,936
11784,0.41,Premium,E,VS1,60.6,59.0,4.8,4.77,2.9,1153
3669,0.52,Ideal,D,VS2,62.1,57.0,5.13,5.17,3.2,1774
11565,0.32,Ideal,E,VS1,61.9,56.0,4.38,4.41,2.72,758
16375,1.3,Premium,F,SI2,61.6,58.0,7.07,6.92,4.33,5788
2946,1.0,Fair,D,SI2,64.5,54.0,6.34,6.28,4.07,4312
21164,0.3,Good,D,VVS2,61.6,63.0,4.23,4.27,2.62,719
15635,0.72,Ideal,J,VVS2,60.9,58.0,5.74,5.78,3.51,2136
12906,0.32,Ideal,D,VS2,62.5,56.0,4.45,4.38,2.76,972
19458,1.63,Ideal,E,VS2,61.3,55.0,7.6,7.63,4.67,17825
5566,1.16,Premium,H,SI2,60.2,59.0,6.84,6.78,4.1,4872
12931,2.1,Fair,G,SI2,61.4,66.0,8.26,8.19,5.05,11946
20897,0.75,Premium,D,SI1,62.8,60.0,5.78,5.74,3.62,2903
23861,0.31,Ideal,E,VVS2,61.4,56.0,4.36,4.4,2.69,766
4650,2.25,Premium,D,SI2,60.4,59.0,8.54,8.48,5.13,18007
10530,0.73,Fair,D,SI1,64.5,56.0,5.7,5.65,3.66,2539
974,1.5,Good,G,SI1,59.7,65.0,7.46,7.34,4.42,9954
12031,0.9,Good,I,VVS1,63.6,58.0,6.14,6.1,3.89,4114
16787,0.72,Ideal,E,SI2,61.8,55.0,5.77,5.75,3.56,2308
10862,0.52,Ideal,G,SI1,62.2,54.0,5.18,5.2,3.23,1352
9726,1.38,Premium,H,VS1,61.0,60.0,7.21,7.16,4.38,7233
12883,0.38,Ideal,G,SI2,61.2,56.0,4.7,4.74,2.89,602
22920,1.13,Ideal,H,SI1,61.3,57.0,6.72,6.7,4.11,4556
22596,1.01,Very Good,G,VS1,61.9,58.0,6.42,6.5,4.0,6152
15695,1.61,Ideal,F,SI1,60.9,57.0,7.58,7.51,4.6,10197
13961,0.64,Premium,D,SI1,62.3,58.0,5.53,5.49,3.43,2074
10188,0.4,Ideal,D,VVS2,61.9,56.0,4.76,4.74,2.94,1323
9971,0.54,Ideal,I,VVS2,61.7,54.0,5.25,5.29,3.25,1346
7736,1.0,Premium,F,SI1,59.7,60.0,6.48,6.51,3.88,4851
24062,0.34,Good,E,SI1,,55.0,4.44,4.46,2.82,556
8159,1.13,Premium,G,SI2,60.0,61.0,6.78,6.71,4.05,4518
26470,2.1,Premium,I,SI1,61.5,59.0,8.28,8.24,5.08,15818
16784,0.54,Ideal,I,VS1,61.6,54.0,5.26,5.3,3.25,1216
24847,0.7,Ideal,H,SI1,61.4,57.0,5.73,5.7,3.51,2383
1718,1.53,Premium,J,IF,61.1,58.0,7.45,7.41,4.54,9596
23406,0.36,Ideal,D,SI1,62.0,54.0,4.58,4.61,2.85,626
26872,1.01,Very Good,G,VS1,62.7,56.0,6.36,6.46,4.02,6326
22986,0.5,Ideal,G,VVS2,62.0,56.0,5.09,5.13,3.17,1838
25290,0.35,Premium,H,SI1,62.4,58.0,4.54,4.47,2.81,647
3781,1.09,Very Good,G,VS1,62.5,59.0,6.56,6.59,4.11,6546
9297,0.52,Premium,D,SI1,58.7,58.0,5.32,5.28,3.11,1720
19961,0.9,Very Good,G,SI2,60.3,63.0,6.33,6.25,3.79,3478
1541,1.5,Very Good,H,SI1,62.4,58.0,7.29,7.26,4.54,9237
9721,1.08,Very Good,G,SI1,60.6,58.0,6.58,6.73,4.03,4906
14381,0.5,Very Good,F,VVS2,61.2,57.0,5.1,5.13,3.13,1891
7350,1.65,Very Good,H,VS1,,56.0,7.53,7.59,4.68,11823
1032,0.52,Ideal,H,VVS1,60.4,57.0,5.2,5.23,3.15,1778
26215,0.31,Premium,G,VS2,61.2,58.0,4.32,4.37,2.66,544
25088,1.5,Ideal,H,SI2,62.4,58.0,7.29,7.26,4.54,8471
9552,0.9,Good,E,SI1,63.8,61.0,6.08,6.05,3.87,3332
4042,0.39,Ideal,G,IF,61.4,54.0,4.71,4.73,2.9,1200
21213,1.32,Very Good,H,SI1,62.8,56.0,6.94,7.0,4.38,7283
11772,0.41,Ideal,D,VS1,61.0,57.0,4.78,4.82,2.93,1151
15476,0.31,Ideal,D,VS1,61.6,55.0,4.3,4.33,2.66,713
12292,1.15,Premium,D,SI1,61.1,53.0,6.83,6.76,4.15,7213
7703,1.25,Very Good,G,VVS1,60.2,58.0,6.97,7.04,4.22,11589
4843,0.42,Very Good,G,SI1,61.7,55.0,4.78,4.81,2.96,916
18539,0.91,Very Good,E,SI1,60.5,61.0,6.19,6.23,3.76,4211
18268,0.31,Good,G,VVS1,57.5,62.0,4.47,4.54,2.59,849
3843,1.53,Premium,G,VS2,61.8,59.0,7.45,7.31,4.56,12717
8536,1.5,Premium,F,VS1,62.6,58.0,7.31,7.26,4.56,14918
10046,0.31,Very Good,G,SI1,63.2,54.0,4.33,4.31,2.73,593
8761,0.6,Ideal,G,VVS2,61.6,55.0,5.44,5.47,3.36,2413
6502,0.51,Good,H,SI1,63.4,57.0,5.06,5.09,3.22,1119
12668,0.72,Fair,F,VS1,56.9,69.0,5.93,5.77,3.33,2879
2986,0.54,Ideal,G,VVS2,62.2,55.0,5.22,5.27,3.26,1868
18538,0.72,Very Good,F,VVS2,63.6,59.0,5.65,5.7,3.61,3420
22531,1.59,Ideal,E,SI2,62.3,55.0,7.48,7.52,4.67,11149
14534,0.4,Very Good,F,SI1,59.6,61.0,4.79,4.84,2.87,927
20854,0.72,Ideal,I,VS2,62.1,58.0,5.74,5.72,3.57,2347
6163,0.42,Very Good,E,VVS2,59.8,56.0,4.9,4.92,2.94,1167
1115,1.51,Premium,E,SI1,62.4,59.0,7.33,7.29,4.56,12319
6009,0.82,Very Good,I,VS1,63.6,58.9,5.88,5.93,3.76,2583
13796,0.55,Ideal,E,SI1,62.1,55.0,5.21,5.26,3.25,1551
20412,0.33,Premium,G,VS1,60.5,58.0,4.43,4.49,2.7,666
8274,1.02,Premium,F,SI2,60.2,61.0,6.52,6.48,3.91,4238
14954,0.34,Premium,I,VS2,62.1,57.0,4.48,4.44,2.77,612
10078,0.7,Premium,G,SI1,61.5,58.0,5.69,5.76,3.52,2010
24248,0.28,Very Good,E,IF,59.6,55.0,4.24,4.31,2.55,688
2729,0.42,Premium,G,VVS1,59.8,58.0,4.88,4.85,2.91,1235
13369,1.02,Premium,D,SI1,60.6,59.0,6.53,6.47,3.94,5998
450,0.91,Very Good,E,SI2,62.8,61.0,6.07,6.09,3.82,3703
684,0.26,Very Good,E,VS2,62.8,58.0,4.0,4.06,2.53,601
4266,0.91,Fair,H,SI1,64.4,60.0,6.1,6.07,3.92,3180
21352,0.91,Premium,E,SI1,61.9,61.0,6.14,6.11,3.79,3961
16218,1.01,Good,E,VS2,63.3,58.0,6.35,6.38,4.03,6399
26111,1.5,Very Good,J,VS2,62.6,58.0,7.25,7.29,4.55,7492
8965,0.52,Ideal,E,SI1,61.4,57.0,5.18,5.15,3.17,1429
22472,0.45,Ideal,G,IF,62.0,53.0,4.94,4.99,3.08,1377
17314,1.51,Very Good,E,SI2,61.1,60.0,7.27,7.37,4.47,9343
2251,0.5,Very Good,D,SI2,63.1,56.0,5.05,4.96,3.16,1015
7043,1.19,Premium,H,SI1,60.8,59.0,6.87,6.84,4.17,5698
10113,1.01,Premium,G,SI1,59.6,61.0,6.52,6.47,3.87,4672
13398,1.04,Ideal,G,VS2,60.7,56.0,6.59,6.54,3.99,7415
12639,1.1,Ideal,F,VS1,61.5,55.0,6.69,6.64,4.1,8796
12048,1.11,Ideal,H,SI1,62.3,55.0,6.7,6.65,4.16,5456
1904,0.39,Ideal,J,VS2,61.4,57.0,4.66,4.72,2.88,581
8383,2.01,Premium,F,SI2,62.4,58.0,8.08,8.05,5.03,14279
20567,1.05,Premium,F,VS1,61.0,58.0,6.6,6.55,4.01,7879
10184,1.13,Premium,F,IF,59.8,60.0,6.82,6.76,4.06,12549
11469,0.3,Ideal,E,VS2,61.5,55.0,4.29,4.33,2.65,658
19465,1.7,Premium,H,VS2,60.6,58.0,7.72,7.65,4.66,10333
24611,0.32,Premium,E,VS2,62.6,58.0,4.36,4.4,2.74,702
15786,0.7,Fair,H,VS2,64.9,56.0,5.49,5.51,3.57,1981
19290,0.43,Premium,F,VS1,59.9,58.0,4.93,4.89,2.94,1129
16212,0.56,Very Good,H,VS1,59.8,56.0,5.35,5.38,3.21,1688
14144,0.38,Very Good,G,SI1,61.8,53.7,4.67,4.69,2.9,755
12182,0.58,Ideal,G,IF,62.1,56.0,5.35,5.37,3.32,2528
5972,1.25,Ideal,H,VS1,62.1,57.0,6.89,6.92,4.29,8365
8132,0.27,Good,E,VVS1,63.9,57.0,4.07,4.1,2.61,586
19327,0.24,Ideal,F,VS2,61.8,57.0,4.02,3.97,2.47,536
8389,0.41,Premium,D,SI1,62.1,59.0,4.76,4.74,2.95,1015
12059,0.73,Premium,G,VS2,60.7,58.0,5.82,5.87,3.55,2746
16466,2.02,Premium,I,VS1,61.2,59.0,8.13,8.05,4.95,17153
24855,1.04,Premium,G,VVS2,61.8,58.0,6.47,6.51,4.01,7953
22127,1.55,Ideal,I,VS2,62.6,56.0,7.35,7.41,4.62,8831
20323,0.58,Ideal,G,VS1,62.6,54.0,5.3,5.34,3.33,1884
16108,0.53,Ideal,G,SI1,63.0,54.0,5.18,5.14,3.25,1273
14316,1.5,Very Good,G,VS1,62.4,57.0,7.24,7.31,4.54,13379
8121,0.85,Ideal,E,SI1,,57.0,6.07,6.1,3.75,4363
15750,0.57,Ideal,F,VVS2,61.6,57.0,5.32,5.36,3.29,2322
14931,0.71,Very Good,D,VS2,60.3,62.0,5.69,5.76,3.45,3131
11504,0.35,Ideal,G,IF,62.3,55.0,4.5,4.52,2.81,1044
25648,0.41,Ideal,F,VS1,61.9,55.0,4.8,4.76,2.96,1076
23432,0.91,Premium,H,VS2,61.8,60.0,6.22,6.18,3.83,4238
8511,0.3,Ideal,D,VS2,62.2,55.0,4.33,4.29,2.68,911
11605,0.47,Ideal,H,SI1,61.1,55.0,5.04,5.07,3.09,787
10637,1.52,Good,H,SI1,63.6,57.0,7.25,7.3,4.63,9898
4153,0.33,Premium,I,VVS2,61.5,58.0,4.43,4.45,2.73,579
19259,1.25,Premium,G,VS1,60.0,61.0,7.03,6.92,4.23,8736
16079,0.3,Very Good,G,VVS1,63.1,56.0,4.28,4.25,2.69,1013
18392,1.01,Premium,H,SI1,60.0,62.0,6.51,6.45,3.89,4836
3545,0.25,Very Good,F,VVS2,62.2,57.0,4.01,4.04,2.5,633
19049,1.6,Premium,F,SI2,61.1,58.0,7.57,7.53,4.61,9229
11273,0.39,Premium,E,SI1,59.1,59.0,4.81,4.76,2.83,860
9699,0.24,Very Good,D,VS1,62.9,56.0,3.96,3.99,2.5,419
5742,0.5,Very Good,D,SI2,58.9,60.0,5.2,5.23,3.07,1123
4382,0.38,Premium,G,VS1,60.6,58.0,4.67,4.64,2.82,1069
25391,0.32,Ideal,H,VVS1,61.3,57.0,4.41,4.43,2.71,821
17055,0.41,Ideal,F,SI1,60.5,56.0,4.81,4.84,2.92,909
14606,0.37,Ideal,F,VS2,61.7,55.0,4.61,4.73,2.88,759
25967,0.43,Ideal,D,VS1,61.9,55.0,4.87,4.85,3.01,1264
22632,0.31,Good,I,VS2,63.1,54.0,4.31,4.34,2.73,435
10035,1.21,Ideal,H,SI2,61.1,56.0,6.92,6.87,4.21,6098
3054,0.9,Ideal,J,VS1,62.6,54.0,6.15,6.18,3.86,3656
22418,0.58,Very Good,E,VS2,59.6,59.0,5.4,5.44,3.23,1906
1466,0.54,Good,E,SI1,59.9,63.0,5.25,5.3,3.16,1601
52,1.14,Premium,G,VS2,61.4,60.0,6.71,6.68,4.11,7079
13405,1.02,Premium,H,SI2,59.8,59.0,6.54,6.5,3.9,4284
16151,1.22,Premium,D,SI1,62.3,60.0,6.84,6.8,4.25,5739
5660,0.7,Very Good,E,VS1,61.3,60.0,5.68,5.7,3.49,2952
23331,0.71,Ideal,H,SI2,62.1,56.0,5.76,5.71,3.56,2086
14983,0.9,Very Good,F,VS2,61.9,57.0,6.17,6.23,3.84,4678
2249,1.13,Very Good,E,SI2,60.3,58.0,6.78,6.86,4.11,5052
8649,1.03,Ideal,G,VS1,62.3,56.0,6.5,6.46,4.04,6864
25593,0.87,Ideal,G,I1,61.5,57.0,6.09,6.04,3.73,1827
23422,1.31,Premium,H,VS2,61.4,59.0,7.01,6.96,4.29,7550
5718,0.37,Premium,F,SI1,61.5,59.0,4.59,4.62,2.83,616
3857,0.54,Ideal,H,VS1,61.2,55.0,5.25,5.31,3.23,1454
5326,0.41,Premium,D,VS2,61.8,58.0,4.76,4.79,2.95,846
5885,0.34,Very Good,E,SI1,62.9,56.0,4.45,4.48,2.81,596
11336,0.41,Very Good,G,SI1,62.5,57.0,4.69,4.72,2.94,719
23967,0.39,Ideal,F,VVS1,62.3,55.0,4.67,4.7,2.92,1124
14338,0.23,Very Good,H,VS1,59.4,61.0,4.0,4.05,2.39,338
2003,1.01,Good,E,SI2,58.5,61.0,6.51,6.61,3.84,4807
230,1.5,Good,H,SI2,59.8,61.0,7.39,7.49,4.45,6798
12848,1.05,Very Good,G,VS2,63.0,57.0,6.48,6.51,4.09,5987
10466,1.5,Good,G,SI2,57.9,61.0,7.52,7.48,4.35,6006
26328,0.34,Premium,I,VS2,61.8,58.0,4.51,4.48,2.78,612
14537,0.3,Good,E,SI1,63.8,55.0,4.25,4.28,2.72,526
14551,0.71,Premium,F,VS2,62.6,58.0,5.67,5.7,3.56,2853
14037,0.51,Very Good,D,VVS2,63.1,58.0,5.1,5.07,3.21,2289
4143,0.43,Ideal,H,VS1,61.2,56.0,4.87,4.9,2.99,850
5555,0.31,Very Good,D,SI2,62.7,59.0,4.3,4.35,2.71,462
2123,0.81,Very Good,F,SI1,61.7,57.0,6.0,6.05,3.72,2858
26728,0.34,Ideal,G,VS2,61.4,57.0,4.51,4.48,2.76,765
20187,0.7,Good,H,VS2,,65.0,5.69,5.76,3.37,2187
5460,1.02,Good,J,SI2,63.4,56.0,6.36,6.42,4.05,3534
15405,1.02,Good,G,VVS1,63.6,58.0,6.37,6.4,4.06,7861
16181,1.01,Very Good,J,VS2,60.6,59.0,6.42,6.45,3.9,4337
9145,0.93,Ideal,E,SI2,60.5,54.0,6.4,6.38,3.87,4858
4796,1.5,Very Good,I,SI1,60.7,58.0,7.34,7.4,4.47,8475
18595,0.41,Very Good,D,SI1,60.3,63.0,4.78,4.8,2.89,717
9825,0.31,Premium,E,SI1,59.1,59.0,4.44,4.42,2.62,698
6939,0.36,Ideal,D,VVS2,60.7,56.0,4.59,4.63,2.8,971
13859,0.31,Good,H,VS1,63.6,55.0,4.29,4.32,2.74,544
3393,1.0,Ideal,G,VS1,62.5,54.0,6.4,6.44,4.01,7648
5478,0.57,Ideal,E,VS1,62.1,53.0,5.36,5.41,3.34,1942
11743,2.01,Premium,I,SI1,61.0,60.0,8.16,8.11,4.96,12617
20251,1.08,Ideal,G,SI1,61.8,56.0,6.55,6.58,4.06,5256
9266,0.7,Premium,J,SI1,61.3,59.0,5.75,5.73,3.52,1827
7923,1.06,Ideal,D,SI1,62.7,54.0,6.55,6.52,4.1,6055
20903,0.3,Ideal,F,VS1,61.5,55.0,4.31,4.34,2.66,612
1658,0.51,Premium,I,SI2,60.4,59.0,5.2,5.17,3.13,956
17317,1.03,Premium,I,SI1,62.0,58.0,6.46,6.41,3.99,3749
9823,0.31,Ideal,H,VVS2,61.8,56.0,4.36,4.34,2.69,802
9772,0.34,Very Good,G,SI2,62.8,59.0,4.45,4.47,2.8,447
4958,0.41,Very Good,D,SI2,62.3,61.0,4.72,4.75,2.95,638
17323,0.77,Ideal,I,SI1,61.7,56.0,5.89,5.91,3.64,2382
16615,0.5,Good,D,SI2,63.2,56.0,5.01,5.05,3.18,1157
23548,0.37,Very Good,E,VVS2,59.7,61.0,4.67,4.71,2.8,844
703,0.32,Good,I,SI1,63.9,55.0,4.36,4.34,2.78,554
10559,0.57,Ideal,E,VS1,61.0,56.0,5.38,5.4,3.29,2297
26279,0.36,Ideal,H,VVS2,62.3,57.0,4.52,4.57,2.83,726
25594,1.5,Premium,E,SI2,61.2,59.0,7.36,7.41,4.52,9900
24576,0.42,Premium,F,SI1,60.6,58.0,4.89,4.81,2.94,966
14940,0.7,Good,H,SI1,63.8,58.0,5.66,5.59,3.59,2176
4227,1.01,Ideal,H,SI2,59.1,59.0,6.58,6.61,3.9,5828
5186,0.9,Very Good,F,VS2,63.2,59.0,6.08,6.04,3.83,4715
6602,0.32,Premium,I,SI1,61.6,61.0,4.4,4.36,2.7,540
6414,0.71,Ideal,G,SI1,61.3,55.0,5.73,5.79,3.53,3007
15762,0.41,Ideal,D,VS2,62.4,55.0,4.76,4.79,2.98,1007
2175,0.32,Ideal,D,VS2,61.9,57.0,4.37,4.39,2.71,758
12079,1.17,Premium,J,SI1,61.9,58.0,6.77,6.73,4.18,4423
19232,1.33,Very Good,J,VS1,61.7,55.0,7.07,7.12,4.38,6442
3272,1.7,Premium,D,SI1,61.9,59.0,7.64,7.61,4.72,15238
5750,0.4,Ideal,H,SI2,61.9,58.0,4.71,4.73,2.92,596
12507,1.12,Premium,F,VS2,62.8,56.0,6.67,6.61,4.17,7437
1430,1.52,Very Good,G,VS2,60.8,57.0,7.41,7.49,4.53,12596
3149,0.32,Ideal,F,VS2,62.3,56.0,4.37,4.4,2.73,645
6455,0.3,Ideal,I,VVS1,62.4,56.0,4.3,4.32,2.69,552
14161,1.09,Ideal,G,SI2,61.2,57.0,6.63,6.68,4.07,4586
18884,1.35,Ideal,D,VS2,61.3,57.0,7.09,7.13,4.36,10602
6281,0.34,Ideal,E,VVS1,62.1,57.0,4.46,4.5,2.78,1014
15885,0.33,Very Good,G,VS2,62.1,56.0,4.41,4.44,2.75,579
20486,1.5,Good,F,I1,63.7,59.0,7.29,7.18,4.62,3864
19254,0.56,Ideal,H,VS1,61.8,55.0,5.29,5.33,3.28,1770
1733,0.55,Ideal,G,VVS2,61.9,56.0,5.27,5.23,3.25,2129
3804,0.82,Premium,E,SI1,61.2,61.0,5.98,5.95,3.65,3211
1312,0.3,Ideal,G,SI1,60.6,57.0,4.34,4.37,2.63,487
884,0.39,Ideal,F,SI1,62.5,55.0,4.63,4.68,2.91,718
4015,0.9,Ideal,F,SI1,61.3,56.0,6.21,6.23,3.81,4724
13009,0.53,Ideal,G,VVS2,61.4,57.0,5.17,5.2,3.18,2250
24048,0.51,Ideal,G,VS1,61.4,54.0,5.15,5.18,3.17,1599
18462,0.58,Very Good,E,SI1,63.1,56.0,5.36,5.32,3.37,1641
8187,0.71,Ideal,F,VS1,61.7,55.0,5.73,5.77,3.55,3041
17010,1.0,Very Good,I,VS1,63.3,55.0,6.39,6.34,4.03,4641
1894,1.06,Ideal,D,SI1,62.7,54.0,6.52,6.55,4.1,5946
11758,1.2,Very Good,I,SI1,63.1,58.0,6.72,6.66,4.22,4838
1429,0.31,Premium,E,VS1,61.0,60.0,4.37,4.35,2.66,816
21664,1.2,Ideal,H,SI1,61.1,56.0,6.92,6.87,4.21,6968
12922,0.3,Premium,H,IF,60.4,60.0,4.34,4.3,2.61,1013
12879,1.29,Very Good,I,VS2,62.8,58.0,6.89,6.93,4.34,6166
20460,0.8,Ideal,I,SI1,62.6,56.1,5.87,5.92,3.7,2677
18557,0.7,Ideal,G,VVS2,62.1,53.0,5.71,5.75,3.56,2895
25848,1.51,Premium,J,VS2,59.6,60.0,7.48,7.58,4.49,7418
3824,1.01,Premium,I,SI2,59.4,57.0,6.59,6.57,3.91,3971
25203,0.59,Ideal,F,SI2,61.7,54.0,5.38,5.44,3.34,1195
10229,1.13,Good,F,SI2,64.0,58.0,6.58,6.52,4.19,4025
11726,0.7,Premium,D,VS1,62.5,59.0,5.69,5.64,3.54,3365
8140,0.7,Good,E,SI1,58.3,64.0,5.77,5.69,3.34,2370
13458,1.09,Ideal,J,SI2,62.0,55.0,6.58,6.64,4.1,5034
21851,0.41,Very Good,F,VS2,62.8,57.0,4.73,4.76,2.98,863
7687,0.72,Ideal,E,SI1,60.3,57.0,5.83,5.85,3.52,2847
6046,1.02,Very Good,E,VS1,61.0,58.0,6.46,6.52,3.96,7503
8938,1.48,Very Good,H,SI2,62.3,58.0,7.18,7.23,4.49,7244
2923,1.01,Good,F,VS2,60.8,61.0,6.42,6.45,3.91,6271
9567,0.34,Ideal,D,VS2,60.8,57.0,4.52,4.5,2.74,1033
18614,0.74,Ideal,J,VVS2,61.7,55.0,5.83,5.87,3.61,2106
21752,1.13,Ideal,H,SI1,62.3,56.0,6.69,6.66,4.16,5483
22384,0.73,Very Good,E,SI1,58.6,57.0,5.91,6.0,3.49,2441
3158,0.3,Good,E,VVS2,61.1,61.0,4.32,4.36,2.65,622
24138,1.04,Very Good,G,SI2,60.9,58.0,6.52,6.58,3.99,4200
22828,0.51,Good,F,VS2,63.1,59.0,5.04,5.1,3.2,1444
22133,0.9,Ideal,D,SI2,60.9,57.0,6.2,6.24,3.79,3798
25706,0.9,Very Good,D,SI1,62.3,53.0,6.2,6.22,3.87,5123
6291,0.33,Premium,E,SI1,62.7,56.0,4.45,4.39,2.77,743
12504,0.41,Ideal,E,VS1,61.4,57.0,4.79,4.82,2.95,1079
2349,0.31,Ideal,F,IF,61.6,56.0,4.35,4.38,2.69,901
8820,0.31,Premium,D,SI1,61.4,58.0,4.39,4.34,2.68,732
10487,0.33,Premium,E,SI1,61.1,58.0,4.47,4.43,2.72,743
14048,1.13,Very Good,H,SI2,62.7,55.0,6.61,6.69,4.17,4661
23105,1.23,Ideal,I,SI2,62.1,56.0,6.88,6.84,4.26,5269
7343,0.31,Ideal,D,VS2,62.5,56.0,4.31,4.36,2.71,734
3540,1.01,Very Good,F,SI2,63.5,56.0,6.38,6.35,4.04,3897
4119,1.5,Very Good,I,VS2,60.8,58.0,7.36,7.42,4.49,9804
7555,0.65,Very Good,G,VVS2,61.3,59.0,5.51,5.61,3.41,2178
19574,0.32,Ideal,D,VS2,62.7,54.0,4.36,4.38,2.74,758
19427,0.3,Premium,H,VS1,62.0,58.0,4.28,4.24,2.64,675
25467,1.01,Premium,H,SI1,58.8,62.0,6.59,6.54,3.86,4191
14341,0.57,Very Good,I,VS2,62.2,55.0,5.33,5.34,3.32,1267
22085,0.4,Very Good,E,SI1,61.3,61.0,4.73,4.76,2.91,737
13442,0.72,Ideal,E,VS2,60.8,57.0,5.79,5.82,3.53,3091
14843,0.7,Very Good,E,SI1,62.7,59.0,5.63,5.67,3.54,2753
16971,0.79,Very Good,E,SI1,60.4,59.0,5.97,5.99,3.61,3077
8455,0.51,Very Good,F,VS2,58.6,58.0,5.22,5.29,3.08,1774
18508,0.7,Very Good,J,VS2,63.3,58.0,5.61,5.63,3.56,2044
6821,1.05,Ideal,E,VVS2,62.4,56.0,6.49,6.52,4.06,8982
15042,0.31,Premium,F,VS2,62.0,58.0,4.31,4.37,2.69,625
25753,0.7,Ideal,E,VS2,61.5,57.0,5.67,5.78,3.52,2980
13267,0.74,Very Good,G,SI2,63.8,56.0,5.7,5.74,3.65,2423
16287,0.71,Premium,G,SI2,60.8,60.0,5.74,5.78,3.5,2039
14993,0.7,Good,E,VS1,65.5,57.0,5.46,5.54,3.6,2657
5507,0.59,Ideal,G,VS2,62.9,56.0,5.35,5.33,3.36,1622
10285,0.3,Premium,G,VVS1,61.7,58.0,4.26,4.3,2.64,789
340,1.02,Premium,G,SI2,62.9,59.0,6.4,6.38,4.02,4370
23222,0.33,Premium,E,SI1,60.4,59.0,4.47,4.43,2.69,743
14171,1.32,Very Good,H,SI1,62.3,57.0,7.04,6.99,4.37,7270
17003,0.31,Premium,G,VS1,61.2,59.0,4.35,4.37,2.67,625
21183,0.51,Premium,E,SI2,60.3,56.0,5.22,5.19,3.14,1205
12979,0.3,Ideal,F,VS2,60.9,56.0,4.35,4.32,2.64,776
23025,1.26,Premium,D,VVS2,60.5,58.0,6.99,7.03,4.24,14663
6805,0.52,Ideal,H,VS2,62.2,56.4,5.09,5.16,3.19,1391
13864,0.4,Ideal,G,SI2,62.6,54.0,4.73,4.76,2.97,573
25563,0.3,Ideal,E,VS1,60.0,56.0,4.39,4.41,2.64,663
15537,0.3,Ideal,D,VS2,61.4,55.0,4.34,4.32,2.66,911
20801,1.51,Good,I,SI2,63.6,60.0,7.23,7.27,4.61,7815
11413,0.51,Ideal,D,VS2,,57.0,5.18,5.21,3.16,1769
7912,0.43,Premium,D,VS2,59.7,59.0,4.89,4.93,2.93,901
20658,0.87,Ideal,H,SI1,62.5,57.0,6.13,6.06,3.81,2923
9349,1.01,Very Good,H,VS2,,61.0,6.32,6.24,3.99,5050
25582,0.3,Good,E,SI1,63.2,57.0,4.25,4.3,2.7,526
12716,0.38,Ideal,D,VS1,62.1,53.9,4.65,4.67,2.9,1092
658,0.6,Ideal,D,VS2,61.5,55.0,5.42,5.45,3.34,2325
14227,1.0,Very Good,E,VS2,62.8,60.0,6.32,6.36,3.98,6600
26255,1.01,Very Good,H,SI2,58.8,58.0,6.57,6.62,3.88,4166
26105,0.32,Premium,G,VS1,62.1,55.0,4.44,4.41,2.75,828
11241,0.33,Premium,F,VS2,60.0,60.0,4.45,4.49,2.68,577
9074,1.51,Good,D,SI2,61.7,65.0,7.31,7.38,4.53,7384
5034,0.8,Ideal,F,VVS2,61.6,57.0,5.97,5.94,3.67,4140
19523,1.08,Premium,G,SI2,62.3,56.0,6.6,6.52,4.09,4627
19102,0.41,Ideal,D,SI1,60.7,55.0,4.83,4.86,2.94,771
3117,0.32,Ideal,H,VS1,61.9,55.0,4.4,4.42,2.73,561
3102,0.3,Premium,H,SI1,61.2,62.0,4.31,4.28,2.63,540
16882,0.7,Fair,E,I1,66.1,58.0,5.61,5.51,3.67,1273
9634,1.12,Ideal,G,VS1,61.0,56.0,6.76,6.72,4.11,7632
12465,0.41,Premium,E,SI2,62.1,58.0,4.73,4.77,2.95,683
3220,0.59,Good,F,VS2,64.9,57.0,5.2,5.25,3.39,1643
12686,0.53,Very Good,F,SI2,63.2,55.0,5.17,5.18,3.27,1110
11638,0.48,Very Good,E,VS1,59.1,62.0,5.14,5.18,3.05,1616
4285,0.5,Very Good,G,VVS1,62.3,59.0,5.01,5.04,3.13,1966
11477,0.5,Ideal,D,VVS2,60.4,54.0,5.17,5.23,3.14,2100
14593,0.42,Premium,G,VS1,59.4,59.0,4.9,4.86,2.9,984
19228,0.52,Ideal,I,SI1,61.8,55.0,5.16,5.19,3.2,1074
